,Description,Max score,Total score,Query cover,E value,Ident,Accession,,
Select seq WP_084451448.1,glucosylceramidase [Mitsuaria chitosanitabida],287,287,0.84,7.00E-90,0.36,WP_084451448.1,,
Select seq WP_074724580.1,glycosyl hydrolase [Flavobacterium frigoris],287,287,0.8,2.00E-89,0.36,WP_074724580.1,,
Select seq WP_078832515.1,glycosyl hydrolase [Sediminibacterium ginsengisoli],286,286,0.79,2.00E-89,0.36,WP_078832515.1,,
Select seq WP_054138470.1,MULTISPECIES: glucosylceramidase [unclassified Betaproteobacteria (miscellaneous)],284,284,0.84,5.00E-89,0.36,WP_054138470.1,,
Select seq WP_113663519.1,glycosyl hydrolase [Pedobacter nanyangensis],284,284,0.79,2.00E-88,0.36,WP_113663519.1,,
Select seq WP_113647887.1,glycosyl hydrolase [Pedobacter chitinilyticus],284,284,0.79,3.00E-88,0.36,WP_113647887.1,,
Select seq WP_074657916.1,MULTISPECIES: glycosyl hydrolase [Flavobacterium],284,284,0.79,3.00E-88,0.36,WP_074657916.1,,
Select seq XP_002032376.1,GM26520 [Drosophila sechellia],279,279,0.7,8.00E-88,0.36,XP_002032376.1,,
Select seq WP_068233889.1,glycosyl hydrolase [Hymenobacter sp. PAMC 26628],282,282,0.8,2.00E-87,0.36,WP_068233889.1,,
Select seq WP_057124105.1,glycosyl hydrolase [Flavobacterium sp. Root901],280,280,0.79,6.00E-87,0.36,WP_057124105.1,,
Select seq WP_096350076.1,glycosyl hydrolase [Mucilaginibacter gotjawali],279,279,0.8,1.00E-86,0.36,WP_096350076.1,,
Select seq WP_009548993.1,O-glycosyl hydrolase [Burkholderiales bacterium JOSHI_001],275,275,0.79,3.00E-85,0.36,WP_009548993.1,,
Select seq WP_120178329.1,glycosyl hydrolase [Bacteroides sp. AF25-38AC],276,276,0.8,4.00E-85,0.36,WP_120178329.1,,
Select seq WP_073087404.1,glycosyl hydrolase [Chitinophaga jiangningensis],273,273,0.79,5.00E-84,0.36,WP_073087404.1,,
Select seq WP_111590581.1,glycosyl hydrolase [Chitinophaga dinghuensis],272,272,0.79,1.00E-83,0.36,WP_111590581.1,,
Select seq XP_023290149.1,LOW QUALITY PROTEIN: glucosylceramidase [Orussus abietinus],237,237,0.62,3.00E-71,0.36,XP_023290149.1,,
Select seq XP_019869122.1,PREDICTED: putative glucosylceramidase 4 [Aethina tumida],233,233,0.73,3.00E-69,0.36,XP_019869122.1,,
Select seq XP_008900872.1,hypothetical protein PPTG_08511 [Phytophthora parasitica INRA-310],232,232,0.7,1.00E-66,0.36,XP_008900872.1,,
Select seq XP_008879183.1,hypothetical protein H310_13452 [Aphanomyces invadans],232,232,0.71,3.00E-66,0.36,XP_008879183.1,,
Select seq WP_082138932.1,hypothetical protein [Bacillus firmus],220,220,0.53,5.00E-66,0.36,WP_082138932.1,,
Select seq XP_009836394.1,"hypothetical protein, variant [Aphanomyces astaci]",218,218,0.7,3.00E-61,0.36,XP_009836394.1,,
Select seq XP_008879187.1,hypothetical protein H310_13456 [Aphanomyces invadans],214,214,0.67,1.00E-59,0.36,XP_008879187.1,,
Select seq XP_023309966.1,putative glucosylceramidase 4 [Anoplophora glabripennis],159,276,0.64,8.00E-42,0.36,XP_023309966.1,,
Select seq WP_083675374.1,hypothetical protein [Paenibacillus sp. FSL R5-0490],128,128,0.23,3.00E-32,0.36,WP_083675374.1,,
Select seq WP_110074340.1,hypothetical protein [Butyrivibrio fibrisolvens],90.1,90.1,0.14,1.00E-18,0.36,WP_110074340.1,,
Select seq WP_080655205.1,hypothetical protein [Butyrivibrio fibrisolvens],90.1,90.1,0.14,1.00E-18,0.36,WP_080655205.1,,
Select seq XP_002896566.1,conserved hypothetical protein [Phytophthora infestans T30-4],79.9,79.9,0.25,2.00E-14,0.36,XP_002896566.1,,
Select seq WP_106012128.1,hypothetical protein [Fastidiosipila sanguinis],76.4,76.4,0.19,1.00E-13,0.36,WP_106012128.1,,
Select seq XP_013198680.1,PREDICTED: glucosylceramidase-like [Amyelois transitella],73.1,73.1,0.2,2.00E-12,0.36,XP_013198680.1,,
Select seq XP_002772243.1,"glucosylceramidase, putative [Perkinsus marinus ATCC 50983]",63.2,63.2,0.18,6.00E-09,0.36,XP_002772243.1,,
Select seq XP_005791717.1,hypothetical protein EMIHUDRAFT_251454 [Emiliania huxleyi CCMP1516],53.2,53.2,0.17,7.00E-05,0.36,XP_005791717.1,,
Select seq XP_015794818.1,glucosylceramidase [Tetranychus urticae],383,383,0.91,1.00E-126,0.37,XP_015794818.1,,
Select seq XP_025016371.1,putative glucosylceramidase 4 isoform X2 [Tetranychus urticae],376,376,0.95,1.00E-123,0.37,XP_025016371.1,,
Select seq XP_014368242.1,PREDICTED: glucosylceramidase-like [Papilio machaon],374,374,0.93,1.00E-122,0.37,XP_014368242.1,,
Select seq XP_013175477.1,PREDICTED: glucosylceramidase-like [Papilio xuthus],373,373,0.94,2.00E-122,0.37,XP_013175477.1,,
Select seq XP_015783281.1,putative glucosylceramidase 4 [Tetranychus urticae],370,370,0.94,1.00E-121,0.37,XP_015783281.1,,
Select seq XP_014615118.1,PREDICTED: glucosylceramidase-like [Polistes canadensis],369,369,0.94,3.00E-121,0.37,XP_014615118.1,,
Select seq XP_017795819.1,PREDICTED: glucosylceramidase-like isoform X1 [Habropoda laboriosa],369,369,0.92,3.00E-121,0.37,XP_017795819.1,,
Select seq XP_017795820.1,PREDICTED: glucosylceramidase-like isoform X2 [Habropoda laboriosa],368,368,0.92,6.00E-121,0.37,XP_017795820.1,,
Select seq XP_018340707.1,PREDICTED: glucosylceramidase-like [Trachymyrmex septentrionalis],363,363,0.95,1.00E-118,0.37,XP_018340707.1,,
Select seq XP_018563272.1,putative glucosylceramidase 3 [Anoplophora glabripennis],361,361,0.89,3.00E-118,0.37,XP_018563272.1,,
Select seq XP_015783275.1,putative glucosylceramidase 2 [Tetranychus urticae],361,361,0.95,5.00E-118,0.37,XP_015783275.1,,
Select seq XP_022126682.1,glucosylceramidase-like [Pieris rapae],361,361,0.93,8.00E-118,0.37,XP_022126682.1,,
Select seq NP_494208.2,Putative glucosylceramidase 2 [Caenorhabditis elegans],359,359,0.94,2.00E-117,0.37,NP_494208.2,,
Select seq XP_015794748.1,glucosylceramidase [Tetranychus urticae],358,358,0.94,4.00E-117,0.37,XP_015794748.1,,
Select seq XP_023942886.1,glucosylceramidase-like [Bicyclus anynana],359,359,0.91,5.00E-117,0.37,XP_023942886.1,,
Select seq XP_017795821.1,PREDICTED: glucosylceramidase-like isoform X3 [Habropoda laboriosa],357,357,0.92,1.00E-116,0.37,XP_017795821.1,,
Select seq XP_015795114.1,putative glucosylceramidase 4 isoform X1 [Tetranychus urticae],356,356,0.89,4.00E-116,0.37,XP_015795114.1,,
Select seq XP_026740601.1,glucosylceramidase-like [Trichoplusia ni],354,354,0.94,3.00E-115,0.37,XP_026740601.1,,
Select seq XP_017767758.1,PREDICTED: glucosylceramidase-like [Eufriesea mexicana],352,352,0.94,1.00E-114,0.37,XP_017767758.1,,
Select seq XP_003098411.1,hypothetical protein CRE_06912 [Caenorhabditis remanei],351,351,0.94,5.00E-114,0.37,XP_003098411.1,,
Select seq XP_011559517.1,PREDICTED: glucosylceramidase [Plutella xylostella],351,351,0.95,6.00E-114,0.37,XP_011559517.1,,
Select seq XP_008900185.1,hypothetical protein PPTG_07665 [Phytophthora parasitica INRA-310],351,351,0.89,6.00E-114,0.37,XP_008900185.1,,
Select seq XP_008902342.1,hypothetical protein PPTG_09211 [Phytophthora parasitica INRA-310],349,349,0.97,4.00E-113,0.37,XP_008902342.1,,
Select seq XP_009536441.1,putative glycosyl hydrolase family 30 glucosylceramidase [Phytophthora sojae],348,348,0.89,1.00E-112,0.37,XP_009536441.1,,
Select seq XP_008902343.1,hypothetical protein PPTG_09212 [Phytophthora parasitica INRA-310],347,347,0.89,2.00E-112,0.37,XP_008902343.1,,
Select seq XP_002905914.1,"glucosylceramidase, putative [Phytophthora infestans T30-4]",346,346,0.95,8.00E-112,0.37,XP_002905914.1,,
Select seq XP_002895735.1,"glucosylceramidase, putative [Phytophthora infestans T30-4]",346,346,0.95,2.00E-111,0.37,XP_002895735.1,,
Select seq XP_009526947.1,glucosylceramidase [Phytophthora sojae],343,343,0.89,7.00E-111,0.37,XP_009526947.1,,
Select seq XP_024582995.1,glycoside hydrolase family 30 glucosylceramidase [Plasmopara halstedii],340,340,0.89,7.00E-110,0.37,XP_024582995.1,,
Select seq XP_018007358.1,PREDICTED: putative glucosylceramidase 3 [Hyalella azteca],340,340,0.91,9.00E-110,0.37,XP_018007358.1,,
Select seq XP_003491135.1,glucosylceramidase [Bombus impatiens],339,339,0.95,2.00E-109,0.37,XP_003491135.1,,
Select seq XP_002896564.1,"glucosylceramidase, putative [Phytophthora infestans T30-4]",332,332,0.88,2.00E-106,0.37,XP_002896564.1,,
Select seq WP_058486418.1,glucosylceramidase [Defluviitalea phaphyphila],329,329,0.8,4.00E-106,0.37,WP_058486418.1,,
Select seq WP_098351170.1,glucosylceramidase [Bacillus sp. AFS015802],327,327,0.82,2.00E-105,0.37,WP_098351170.1,,
Select seq XP_012218749.1,PREDICTED: glucosylceramidase-like [Linepithema humile],328,328,0.92,3.00E-105,0.37,XP_012218749.1,,
Select seq WP_039869332.1,glucosylceramidase [Paenibacillus sp. FSL R7-0273],324,324,0.84,3.00E-104,0.37,WP_039869332.1,,
Select seq XP_022126707.1,glucosylceramidase-like [Pieris rapae],327,327,0.8,3.00E-104,0.37,XP_022126707.1,,
Select seq WP_018754490.1,glucosylceramidase [Paenibacillus terrigena],323,323,0.83,4.00E-104,0.37,WP_018754490.1,,
Select seq WP_110112459.1,glucosylceramidase [Bacillus sp. CGMCC 1.16541],323,323,0.81,6.00E-104,0.37,WP_110112459.1,,
Select seq WP_058298808.1,glucosylceramidase [Bacillus enclensis],322,322,0.8,1.00E-103,0.37,WP_058298808.1,,
Select seq WP_052333242.1,glucosylceramidase [Paenibacillus pasadenensis],322,322,0.8,1.00E-103,0.37,WP_052333242.1,,
Select seq XP_019877948.1,PREDICTED: glucosylceramidase-like [Aethina tumida],323,323,0.88,2.00E-103,0.37,XP_019877948.1,,
Select seq WP_114496624.1,glucosylceramidase [Fontibacillus phaseoli],320,320,0.84,5.00E-103,0.37,WP_114496624.1,,
Select seq WP_045173498.1,glucosylceramidase [Caldicellulosiruptor danielii],320,320,0.84,9.00E-103,0.37,WP_045173498.1,,
Select seq WP_076116622.1,glucosylceramidase [Paenibacillus odorifer],320,320,0.83,9.00E-103,0.37,WP_076116622.1,,
Select seq WP_116063810.1,glucosylceramidase [Cohnella phaseoli],320,320,0.84,1.00E-102,0.37,WP_116063810.1,,
Select seq WP_042201399.1,glucosylceramidase [Paenibacillus camerounensis],320,320,0.83,1.00E-102,0.37,WP_042201399.1,,
Select seq WP_025707430.1,glucosylceramidase [Paenibacillus graminis],319,319,0.83,2.00E-102,0.37,WP_025707430.1,,
Select seq WP_042123717.1,glucosylceramidase [Paenibacillus sp. FSL R5-0345],319,319,0.83,3.00E-102,0.37,WP_042123717.1,,
Select seq WP_062525135.1,glucosylceramidase [Paenibacillus jilunlii],318,318,0.83,4.00E-102,0.37,WP_062525135.1,,
Select seq WP_068592620.1,glucosylceramidase [Paenibacillus macquariensis],318,318,0.81,4.00E-102,0.37,WP_068592620.1,,
Select seq XP_019892777.1,PREDICTED: glucosylceramidase isoform X2 [Musca domestica],318,318,0.79,6.00E-102,0.37,XP_019892777.1,,
Select seq WP_076300119.1,glucosylceramidase [Paenibacillus odorifer],318,318,0.83,6.00E-102,0.37,WP_076300119.1,,
Select seq WP_044877320.1,glucosylceramidase [Paenibacillus sp. IHBB 10380],317,317,0.83,7.00E-102,0.37,WP_044877320.1,,
Select seq WP_060862998.1,glucosylceramidase [Paenibacillus riograndensis],317,317,0.83,7.00E-102,0.37,WP_060862998.1,,
Select seq WP_011918009.1,glucosylceramidase [Caldicellulosiruptor saccharolyticus],317,317,0.85,8.00E-102,0.37,WP_011918009.1,,
Select seq WP_076285200.1,glucosylceramidase [Paenibacillus odorifer],317,317,0.83,1.00E-101,0.37,WP_076285200.1,,
Select seq WP_119792274.1,glucosylceramidase [Paenibacillus thiaminolyticus],317,317,0.8,1.00E-101,0.37,WP_119792274.1,,
Select seq WP_020426903.1,hypothetical protein [Paenibacillus riograndensis],317,317,0.83,1.00E-101,0.37,WP_020426903.1,,
Select seq WP_044477327.1,glucosylceramidase [Paenibacillus antibioticophila],317,317,0.85,2.00E-101,0.37,WP_044477327.1,,
Select seq WP_042232119.1,glucosylceramidase [Paenibacillus sp. FSL R5-0912],316,316,0.81,2.00E-101,0.37,WP_042232119.1,,
Select seq WP_036654508.1,glucosylceramidase [Paenibacillus wynnii],316,316,0.8,2.00E-101,0.37,WP_036654508.1,,
Select seq WP_110611318.1,glucosylceramidase [Salipaludibacillus sp. KQ-12],316,316,0.8,3.00E-101,0.37,WP_110611318.1,,
Select seq WP_094044208.1,MULTISPECIES: glucosylceramidase [Cohnella],316,316,0.8,3.00E-101,0.37,WP_094044208.1,,
Select seq WP_074086704.1,glucosylceramidase [Paenibacillus sp. P32E],316,316,0.81,3.00E-101,0.37,WP_074086704.1,,
Select seq WP_120979021.1,glucosylceramidase [Cohnella sp. M2MS4P-1],316,316,0.84,4.00E-101,0.37,WP_120979021.1,,
Select seq WP_039944618.1,glucosylceramidase [Thermicanus aegyptius],315,315,0.81,7.00E-101,0.37,WP_039944618.1,,
Select seq WP_068528719.1,glucosylceramidase [Paenibacillus glacialis],315,315,0.8,7.00E-101,0.37,WP_068528719.1,,
Select seq WP_064094462.1,glucosylceramidase [Bacillus aquimaris],315,315,0.8,8.00E-101,0.37,WP_064094462.1,,
Select seq WP_039310554.1,glucosylceramidase [Paenibacillus sp. IHB B 3415],315,315,0.81,8.00E-101,0.37,WP_039310554.1,,
Select seq WP_074101766.1,glucosylceramidase [Paenibacillus sp. P3E],315,315,0.81,1.00E-100,0.37,WP_074101766.1,,
Select seq WP_066371370.1,glucosylceramidase [Bacillus sp. FJAT-27264],314,314,0.8,1.00E-100,0.37,WP_066371370.1,,
Select seq WP_080063298.1,glucosylceramidase [Ruminiclostridium hungatei],314,314,0.8,2.00E-100,0.37,WP_080063298.1,,
Select seq WP_076113871.1,glucosylceramidase [Paenibacillus borealis],313,313,0.83,3.00E-100,0.37,WP_076113871.1,,
Select seq WP_038585249.1,glucosylceramidase [Paenibacillus sp. FSL H7-0357],313,313,0.83,3.00E-100,0.37,WP_038585249.1,,
Select seq WP_093052776.1,glucosylceramidase [Salipaludibacillus aurantiacus],312,312,0.8,8.00E-100,0.37,WP_093052776.1,,
Select seq WP_074085190.1,glucosylceramidase [Paenibacillus sp. P32E],312,312,0.8,9.00E-100,0.37,WP_074085190.1,,
Select seq WP_116048223.1,glucosylceramidase [Paenibacillus paeoniae],312,312,0.8,2.00E-99,0.37,WP_116048223.1,,
Select seq WP_074114841.1,glucosylceramidase [Paenibacillus sp. P46E],311,311,0.8,3.00E-99,0.37,WP_074114841.1,,
Select seq WP_060622437.1,glucosylceramidase [Paenibacillus etheri],311,311,0.8,3.00E-99,0.37,WP_060622437.1,,
Select seq WP_023076316.1,o-glycosyl hydrolase family 30 protein [Leptolyngbya sp. Heron Island J],313,313,0.85,3.00E-99,0.37,WP_023076316.1,,
Select seq WP_124565890.1,glucosylceramidase [Bacillus sp. SYSU K30001],310,310,0.81,5.00E-99,0.37,WP_124565890.1,,
Select seq WP_119801907.1,glucosylceramidase [Paenibacillus sp. 1011MAR3C5],310,310,0.8,6.00E-99,0.37,WP_119801907.1,,
Select seq WP_042187078.1,glucosylceramidase [Paenibacillus sp. FSL H7-0737],310,310,0.8,7.00E-99,0.37,WP_042187078.1,,
Select seq WP_040952487.1,glucosylceramidase [Gorillibacterium massiliense],310,310,0.79,8.00E-99,0.37,WP_040952487.1,,
Select seq XP_019892778.1,PREDICTED: glucosylceramidase [Musca domestica],310,310,0.8,8.00E-99,0.37,XP_019892778.1,,
Select seq WP_068660030.1,glucosylceramidase [Paenibacillus crassostreae],310,310,0.79,9.00E-99,0.37,WP_068660030.1,,
Select seq WP_076283052.1,glucosylceramidase [Paenibacillus odorifer],310,310,0.8,1.00E-98,0.37,WP_076283052.1,,
Select seq WP_094870155.1,MULTISPECIES: glucosylceramidase [Paenibacillus],309,309,0.8,2.00E-98,0.37,WP_094870155.1,,
Select seq WP_036732714.1,glucosylceramidase [Paenibacillus sp. FSL R7-277],309,309,0.79,2.00E-98,0.37,WP_036732714.1,,
Select seq WP_076298459.1,glucosylceramidase [Paenibacillus odorifer],309,309,0.8,2.00E-98,0.37,WP_076298459.1,,
Select seq WP_035121264.1,glucosylceramidase [Cohnella panacarvi],309,309,0.8,2.00E-98,0.37,WP_035121264.1,,
Select seq WP_042212493.1,glucosylceramidase [Paenibacillus borealis],308,308,0.8,3.00E-98,0.37,WP_042212493.1,,
Select seq WP_031405576.1,glucosylceramidase [Thiomonas sp. FB-Cd],307,307,0.79,1.00E-97,0.37,WP_031405576.1,,
Select seq WP_036818052.1,glucosylceramidase [Pontibacillus yanchengensis],306,306,0.79,2.00E-97,0.37,WP_036818052.1,,
Select seq WP_094902011.1,glucosylceramidase [Paenibacillus odorifer],305,305,0.8,4.00E-97,0.37,WP_094902011.1,,
Select seq WP_076224949.1,glucosylceramidase [Paenibacillus odorifer],305,305,0.8,5.00E-97,0.37,WP_076224949.1,,
Select seq WP_091724908.1,glucosylceramidase [Mitsuaria sp. PDC51],301,301,0.8,7.00E-96,0.37,WP_091724908.1,,
Select seq WP_059051176.1,glucosylceramidase [Paenibacillus senegalimassiliensis],302,302,0.79,1.00E-95,0.37,WP_059051176.1,,
Select seq WP_013289469.1,glucosylceramidase [Caldicellulosiruptor obsidiansis],301,301,0.8,2.00E-95,0.37,WP_013289469.1,,
Select seq WP_104429653.1,glucosylceramidase [Methylobacter tundripaludum],300,300,0.78,5.00E-95,0.37,WP_104429653.1,,
Select seq WP_027147769.1,glucosylceramidase [Methylobacter tundripaludum],300,300,0.78,8.00E-95,0.37,WP_027147769.1,,
Select seq WP_066976995.1,glucosylceramidase [Methylomonas lenta],299,299,0.78,1.00E-94,0.37,WP_066976995.1,,
Select seq WP_099863197.1,glucosylceramidase [Mitsuaria sp. HWN-4],297,297,0.8,6.00E-94,0.37,WP_099863197.1,,
Select seq XP_023943760.1,glucosylceramidase-like [Bicyclus anynana],296,296,0.72,7.00E-94,0.37,XP_023943760.1,,
Select seq WP_031436500.1,glucosylceramidase [Methylobacter tundripaludum],297,297,0.78,9.00E-94,0.37,WP_031436500.1,,
Select seq WP_026671723.1,glucosylceramidase [Bacillus bogoriensis],297,297,0.79,1.00E-93,0.37,WP_026671723.1,,
Select seq WP_120274156.1,glycosyl hydrolase [Mangrovibacterium diazotrophicum],294,294,0.79,3.00E-92,0.37,WP_120274156.1,,
Select seq WP_068196475.1,glycosyl hydrolase [Hymenobacter sedentarius],293,293,0.8,5.00E-92,0.37,WP_068196475.1,,
Select seq WP_053472334.1,MULTISPECIES: glycosyl hydrolase [Flavobacterium],286,286,0.79,4.00E-89,0.37,WP_053472334.1,,
Select seq WP_073486400.1,glycosyl hydrolase [Flavobacterium sp. CF108],285,285,0.79,1.00E-88,0.37,WP_073486400.1,,
Select seq WP_091290672.1,glycosyl hydrolase [Flavobacterium sp. fv08],284,284,0.79,1.00E-88,0.37,WP_091290672.1,,
Select seq WP_056201119.1,glycosyl hydrolase [Flavobacterium sp. Root186],284,284,0.79,2.00E-88,0.37,WP_056201119.1,,
Select seq WP_054151931.1,glucosylceramidase [beta proteobacterium AAP51],281,281,0.81,1.00E-87,0.37,WP_054151931.1,,
Select seq WP_047389513.1,glucosylceramidase [Firmicutes bacterium ZOR0006],281,281,0.79,2.00E-87,0.37,WP_047389513.1,,
Select seq WP_121330389.1,glycosyl hydrolase [Flavobacterium sp. 81],281,281,0.79,4.00E-87,0.37,WP_121330389.1,,
Select seq WP_089912448.1,glycosyl hydrolase [Chitinophaga rupis],281,281,0.79,5.00E-87,0.37,WP_089912448.1,,
Select seq WP_071635016.1,glycosyl hydrolase [Flavobacterium johnsoniae],280,280,0.79,7.00E-87,0.37,WP_071635016.1,,
Select seq WP_099708076.1,glycosyl hydrolase [Flavobacterium sp. 9],278,278,0.79,5.00E-86,0.37,WP_099708076.1,,
Select seq XP_002904354.1,"glucosylceramidase, putative [Phytophthora infestans T30-4]",241,241,0.62,5.00E-73,0.37,XP_002904354.1,,
Select seq XP_024574639.1,gh30 glucocerebrosidase glucosylceramidase precursor [Plasmopara halstedii],238,295,0.8,4.00E-69,0.37,XP_024574639.1,,
Select seq XP_009537017.1,family 30 glycoside hydrolase [Phytophthora sojae],236,236,0.69,4.00E-68,0.37,XP_009537017.1,,
Select seq XP_008900868.1,hypothetical protein PPTG_08507 [Phytophthora parasitica INRA-310],233,290,0.79,8.00E-67,0.37,XP_008900868.1,,
Select seq XP_024577159.1,family 30 glycoside hydrolase [Plasmopara halstedii],231,231,0.69,5.00E-66,0.37,XP_024577159.1,,
Select seq XP_008609302.1,hypothetical protein SDRG_05367 [Saprolegnia diclina VS20],230,292,0.77,9.00E-66,0.37,XP_008609302.1,,
Select seq XP_009836390.1,hypothetical protein H257_11210 [Aphanomyces astaci],226,226,0.69,1.00E-63,0.37,XP_009836390.1,,
Select seq XP_008900870.1,hypothetical protein PPTG_08509 [Phytophthora parasitica INRA-310],223,283,0.79,5.00E-63,0.37,XP_008900870.1,,
Select seq XP_017479709.1,PREDICTED: putative glucosylceramidase 3 [Rhagoletis zephyria],203,203,0.5,2.00E-59,0.37,XP_017479709.1,,
Select seq XP_005770864.1,hypothetical protein EMIHUDRAFT_61724 [Emiliania huxleyi CCMP1516],207,207,0.7,7.00E-59,0.37,XP_005770864.1,,
Select seq XP_015793029.1,putative glucosylceramidase 4 [Tetranychus urticae],183,183,0.4,2.00E-52,0.37,XP_015793029.1,,
Select seq XP_023312733.1,putative glucosylceramidase 3 [Anoplophora glabripennis],183,183,0.49,2.00E-51,0.37,XP_023312733.1,,
Select seq WP_110934607.1,hypothetical protein [Salipaludibacillus neizhouensis],147,147,0.32,4.00E-39,0.37,WP_110934607.1,,
Select seq XP_021959599.1,putative glucosylceramidase 4 [Folsomia candida],132,132,0.36,7.00E-32,0.37,XP_021959599.1,,
Select seq WP_092026986.1,hypothetical protein [Porphyromonadaceae bacterium NLAE-zl-C104],93.6,93.6,0.15,1.00E-19,0.37,WP_092026986.1,,
Select seq WP_091907700.1,hypothetical protein [Porphyromonadaceae bacterium KH3R12],93.6,93.6,0.15,1.00E-19,0.37,WP_091907700.1,,
Select seq WP_080101103.1,hypothetical protein [Salmonella enterica],93.6,93.6,0.25,4.00E-19,0.37,WP_080101103.1,,
Select seq XP_002788797.1,"glucosylceramidase, putative [Perkinsus marinus ATCC 50983]",68.5,68.5,0.19,1.00E-10,0.37,XP_002788797.1,,
Select seq WP_081933960.1,hypothetical protein [Massilia sp. 9096],53.8,53.8,0.09,5.00E-06,0.37,WP_081933960.1,,
Select seq WP_105489066.1,hypothetical protein [Candidatus Sulfotelmatomonas gaucii],50.9,50.9,0.09,4.00E-05,0.37,WP_105489066.1,,
Select seq XP_021925903.1,glucosylceramidase-like isoform X2 [Zootermopsis nevadensis],398,398,0.94,2.00E-132,0.38,XP_021925903.1,,
